رجل صدمني. بعد داك لاحظت ان محفظتي ذهبت.	ارتطم بي شخص وبعد ذلك اكتشفت أن محفظتي قد سرقت .
انا ما متأكد اذا حزمت ملابس كافية لي رحلة تلاته اسابيع.	أنا غير متأكد إذا كنت قد حزمت ملابس كافية لرحلة مدتها ثلاثة أيام .
طيب، دايرين نجرب خمرة بيضاء.	حسناً ، أود أن أجرب النبيذ الأبيض .
اذا في زول سأل عني، كلمهم اني في المقهى.	إذا سأل أحد عني فأخبره بأني سوف أكون بالمقهى .
متأكد أنه عندي في الجيب الداخلي بتاع الجاكيت بتاعي.	أنا متأكد أني وضعتها بالجيب الداخلي للمعطف .
هل الخطوط الجوية ح تدفع لي عشان اشتري بعض الضروريات الشخصية؟	هل ستدفع لي شركة الطيران لشراء بعض الاحتياجات الشخصية الأساسية ؟
الخطوط الجوية اليابانية، رحلة رقم واحد اتنين تلاتة.	شركة الخطوط الجوية اليابانية ، طائرة رقم واحد اثنان ثلاثة .
محتاج اشتري شامبوه.	أرغب في شراء شامبو .
ممكن تكلمني لم نصل الي مركز مدني؟	هل بإمكانك أن تخبرين متى نصل إلى مجمع الخدمات العامة .
وين أقرب جزار؟	ـ أين أقرب محل جزارة ؟
دايرين نقعد أربعة ليالي من الأول من أغسطس.	نرغب في أن نقيم أربع ليالي بدءاً من أول أغسطس .
اسم الزهرة ديك شنو؟	ما اسم هذه الوردة ؟
خمستشار سبتمبر هو يوم احترام للمسنين.	الخامس عشر من سبتمبر يوم احترام المسنين .
ما في صابون في غرفتي.	ليس هناك صابون في حجرتي .
هل يمكنك تغير الصيغة الي القلته الان؟	هل يمكنك أن تغير الصياغة طبقاً لما قلته للتو ؟
ممكن تتكلم أعلى شوية، من فضلك؟	لا أستطيع أن أفعل ذلك , لكني سوف أضعها في الحقيبة لك .
كم من الزمن ح يكون قبل يطلع؟	كم تستغرق حتى تصبح متاحة .
وين معلومات الرياضات؟	أين الاستعلامات الرياضية ؟
المقاس دا هنا، الواحد المسميه مقاس منتظم، ح يعمل.	هذا المقاس ، الذي تسميه المقاس العادي ، سوف تجده هنا .
وين مفترض اغير القطار عشان اوصل ادينبيره؟	من أي مكان يمكنني أن أغير القطار الذي يوصلني إلى إدنبره ؟
داير اخت دا في صندوق ايداع امن.	أود أن أضع ذلك في صندوق ودائع آمن .
وين ممكن أبدل قروش؟	أين يمكنني تغير نقودي ؟
محتار الرسوم دي في تلفوني لي شنو.	أتساءل عن هذه الرسوم الزائدة على فاتورتي .
ح ادفع خمسين دولار.	أنا سوف أدفع خمسون دولاراً .
الآن عرفت الكان غلط شنو.	الآن أعرف . ماذا كان الخطأ . ؟
بس سياحة.	فقط سياحة .
تمام. من فضلك وقعهم. دايرو كيف؟	هذا جيد , من فضلك وقع عليهم . كيف تريدها ؟
داير واحد كبير.	أود الحصول على واحدة كبيرة .
انا مصور حر.	أنا مصور حر .
التجار ممكن يحاولوا دولاراتك إلى قطع الكازينو؟	يستطيع الصرافون أن يغيروا دولاراتك من أجل بقشيش الكازينو . هل نذهب ؟
ح يكون عندي ليك الاقتراح الأسبوع الجاي.	سوف أحضر لك العرض الأسبوع القادم .
شكرا ليك. كم سعر القفازات دي؟	شكراُ لك . كم تكلفة هذا القفاز ؟
على أن أمشي. ح اتصل بيك لاحقا.	علىّ أن أذهب ، سأتصل بك لاحقاً .
داير بعض الحفاظات الممكن التخلص منها.	أريد بعض الحفاضات التى يمكن التخلص منها بعد الاستعمال .
ح تحولهم لي دولارات، من فضلك؟	هل لك أن تغيرهم إلى دولارات من فضلك ؟
بفضل غرفة هادية.	أُفضلُ حجرة هادئة .
در بعض مزيل طلاء الأظافر.	أريد مزيلا لطلاء الأظافر .
داير بطارية.	أريد بطارية .
هل يمكنني تأجير بعض معدات الغطس؟	هل أستطيع تأجير أداة للتنفس أثناء السباحة ؟
هل هذه الحقيبة مثالية لكل طقس؟	هل هذه الحقيبة مناسبة لكل حالات الطقس ؟
داير دونات، من فضلك.	أريد كعكة محلاة من فضلك .
داير أأجر عربية اوتوماتيك ليومين.	أريد تأجير سلاح آلى لمدة يومين .
فوت الرحلة عشرين إلى سان فرانسيسكو.	لم أدرك الرحلة رقم عشرون المتجهة إلى سان فرانسيسكو .
داك جيد. متين؟	هذا جيد . متى هو ؟
كم عمر بنتك؟	كم عمر ابنتك ؟
ممكن تكلمني ببعض الفنادق الرخيصة و النضيفة؟	هل يمكن أن تدلني على بعض الفنادق الرخيصة والنظيفة ؟
ممكن نحجز ليك غرفة مريحة في قصر قديم قرب نادي قولف مشهور.	يمكننا ان نحجز لك غرفة مريحة في قلعة قديمة بالقرب من نادي جولف شهير .
تزكرتين درجة ثانية، من فضلك.	تذكرتين درجة ثانية من فضلك .
ممكن أقدم ليك أي حاجة؟	أيمكنني أن أقدم لك أي شيء ؟
يومي؟ خايف اسأل، لكن قصدك شنو؟	أخشى أن أسأل ، لكن ماذا تعني ؟
داير واحد داك ال ح يحفظ ملفات مقاس ورقة رسالة عادية بدون طيهم.	أريد الشخص الذي يعد وثائق عادية في حجم ورقة الخطاب بدون الحاجة إلى طيهم .
اناحساس للقطط.	أنا شديد الحساسية للقطط .
اي، مفروض تملك رخصة قيادة و، اه، انت مفروض يكون عندك رخصة من لجنة التكسي و الليموزين.	نعم , لا بد أن يكون عندك رخصة قيادة ، ولا بد أن تحصل على رخصة من لجنة التاكسي والليموزين .
واصل، يا سيدي.	استمر يا سيدي .
داير احجز غرفة لليلة.	أود أن أحجز غرفة لهذه الليلة .
لا، استبعد الضرائب و مصاريف الخدمة.	لا ، إنها لا تشمل الضريبة ومصاريف الخدمة .
الآن، مكالمتك اتقبلت . من فضلك اتفضل.	الآن ، مكالمتك ردت . تفضل من فضلك .
كم رقم البوابة؟	ما رقم البوابة ؟
شنو مطابق تزكار هاوايوان؟	ما التذكار الخاص بهاواي ؟
ممكن اصل هناك بالنفق؟	أيمكنني أن أذهب هناك بمترو الأنفاق ؟
بالتأكيد. خليني أشوفه. انت اتجرحت بالمهرجان، افترض.	بالتأكيد . دعني أراها . أظن أن المرجان جرحك .
احتياط، خليني اخد رقم الزول المسؤول.	لقط للتأكيد ، إعطني رقم المسئول .
هل هناك طريق سريع؟	هل هناك طريق حر ؟
لي ما جاء الحفلة امبارح؟	لماذا لم يأت إلى الحفلة أمس ؟
هناك كان في حادث مروري.	لقد كان هناك حادث مرور .
سوري، عندي الرقم الغلط.	آسف , لقد اتصلت بالرقم الخطأ .
واحد بيرقر جبنة و عصير برتقال، من فضلك.	واحد هامبورجر بالجبن و عصير برتقال , من فضلك .
ممكن اخد الكروية للموسيقى الجمعة الجاية؟	هل أستطيع أن الحصول علي تذكرتان للمسرحية الغنائية الجمعة القادمة .
راكب تاني هناك قال يمكنهم يبدلوا المقاعد معاك.	راكب آخر هناك قال انهم يستطيعون أن يبدلوا مقاعدهم معك .
قول. بتعرف أي حاجة بتستحق النظر قريب هنا؟	يا صاح , أتعرف أي مكان يستحق الرؤية قريبا من هنا ؟
ممكن توريني لم الشنطة الرايحة تتلقى؟	هل من الممكن أن تخبرني عندما تعقروا علي الحقيبة الضائعة ؟
شنو اسم الحديقة القومية دي؟	ما اسم هذه المحمية ؟
عندي جرح.	أصبت بسحجة .
ممكن اتغدا الآن؟	هل أستطيع تناول غذائي الآن ؟
محتاج أبدل الدولارات دي.	أريد أن أستبدل تلك الدولارات .
انا محتاج لتاكسي. انا في ساوث مين و لايبرتي.	أحتاج إلى تاكسي . أنا في ساوث ماين ، وليبرتي .
هو ما تفاح لكن خوخ.	هذه ليست تفاحة ولكنها خوخة .
ح اديك وصفة طبية. شيلا للصيدلية.	سوف أعطيك روشتة . خذها إلى الصيدلية .
أيوة. عندنا داك. ح نجهزوا ليك.	نعم لدينا هذا ، سوف نجهزها لك .
لا، انا بس داير انزل.	ل , ا أريد فقط الزيارة بدون ميعاد .
عربيتي اتسرقت.	لقد تعطلت سيارتي .
وين ظل العين؟	أين مظلل العيون ؟
دايرين ركن هادئ، لو ممكن.	نريد ركناً هادئاً ، إن أمكن .
هل التكسي دا مجاني؟	هل هذه السيارة الأجرة متاحة ؟
هل دي محطة اكسبريس؟	هل هذه محطة قطار سريع ؟
ياتو زمن مفروض اجي ماري؟	متى ينبغي أن آتي ؟
داير دورق صغير من نبيذ ابيض.	أريد دورقاً صغيراً من الخمر الأبيض .
اه. ممكن اخد وجبتي فيما بعد؟ ما حاسي اني كويس أسى.	آه . هل يمكنني الحصول على وجبتي فيما بعد ؟ أنا أشعر أنني لست على ما يرام الآن .
في الحقيقة، عندي اخبار. انا ح اتزوج.	بالفعل لدي أخبار . أنا سأتزوج .
اي سراويل تانيه؟	بنطلون أخر ؟
في وزل اقتحم غرفتي امبارح بالليل.	اقتحمت غرفتي الليلة الماضية .
وريني السمك الشفته اليوم في الألبوم، من فضلك.	أرني السمكة التي رأيتها اليوم في كتاب الصور ، من فضلك .
شوف التعليمات في علبة الأكل المفرغة من الهواء.	انظر التعليمات على علبة الطعام الفارغة .
داير قروش ورق.	أريد نقوداً ورقية .
م عندك دروس تجريبيه؟	أليس لديك دروس تجريبية ؟
انا من بريطانيا العظمى.	أنا من بريطانيا العظمى .
داير احصل علي إعادة دفع لي ده.	أريد أن أحصل على تعويض لذلك .
هناك في صندوق تلفون قدام البنك داك.	يوجد صندوق للهاتف أمام هذا المصرف .
ح اوصل في التاسع من مارس و أغادر في الرابع عشر.	سأصل في التاسع من مارس وأغادر في الرابع عشر .
داك غالي شويه، م يتعاقد؟	هذا غال قليلاً ، ألا تعتقد ؟
هل انت عندك العقل؟	هل لديك كعب ؟
انت بتتكلم؟	هل تتحدث ؟
المثل لي انا، من فضلك.	الشيء نفسه لي ، من فضلك .
طلبي ما وصل.	طلبي لم يأت .
هناك كتير من الربوع الساخنه.	هناك الكثير من الينابيع الحارة .
من فضلك حول خمسين ألف ين للدولار الأمريكي.	من فضلك غير خمسين آلاف ين إلى دولارات أمريكية .
داك كويس معاي. في الحقيقه داير أدخن.	هذا حسن بالنسبة لي . في الواقع أحب أن أدخن .
داير قزازة خمرة حمرة.	أريد كوباً من الخمر الأحمر .
فقط إذا كان كان حقك، سيدى. ههه-ههه، فقط نكته صغيره.	فقط إذا كانت ملكك ، سيدي . هاها ، مزحة صغيرة .
بالتأكيد . كيف ممكن تندمج؟	بالتأكيد . كيف يمكننا خدمتك ؟
هويه. اوه، صاح. هل باسبورت اوكي؟	تحقيق شخصية . آه ، هل جواز السفر ينفع ؟
ح اشوف إذا في واحد من ديل مناسب.	سأرى ما إذا كان أي منها يناسبني .
داير غلاية.	أريد غلاية .
جبتي لي بعض الجبنه المضفره.	أحضر لي بعض من الجبن المبشور .
ممكن تخليه يرجع لي؟	هل لك أن تطلب منه أن يعاود الاتصال بي ؟
ليه طيب؟	لماذا إذاً ؟
البص هناك.	الحافلة هناك .
داير لفتين من ايزو ميه، فلم ملون، سته وتلاتين صورة، من فضلك.	أريد لفتان من ISO مائة ، فيلم ملون ، ستة وثلاثين لقطة ، من فضلك .
داير اشتري طلبات لعشره كروت بريد لليابان، من فضلك.	أود أن أشتري طوابع لعشرة بطاقات بريدية إلى اليابان ، من فضلك .
هل هناك أي بنوك جمب المحطة؟	هل توجد مصارف بالقرب من المحطة ؟
واحد بيرقر جبنه عشان أمشي من فضلك.	واحد شيزبرجر لكي أذهب ، من فضلك .
أجرى.	أجري .
ممكن تعيرني كيبل تقويه؟	هل يمكن أن تقرضني سلك إمداد ؟
وين ممكن اشتري حصيرة الشاطئ؟	أين يمكنني أن أشتري حصيرة للشاطئ ؟
اديني شوية لحم الخنزير، لكن ما سميكه زي داك.	أعطني قطعة لحم الخنزير هذه ، ولكن ليس بسمك تلك .
نحن جاين عند السابعة.	سنأتي في السابعة .
عندي تسجلاتي اتسرقت، برضه.	عندما أرى الأسعار بهذا الرخص ، يبدو الأمر سخيفاً أن أشتري أي شيء في اليابان .
عندي تسجيلاتي اتسرقت، برضة.	سرقت سجلاتي ، أيضاً .
مخروط ايسكريم الفانيلا من فضلك.	مخروط من الأيس كريم الفانيليا ، من فضلك .
اوافق. مفروض يبقى طبيعي.	أوافق . يجب أن تصبح طبيعية جداً .
عقل الوجوه، عقل الفجوه، ثم قرب الأبواب، من فضلك.	لاحظ الفجوة ، لاحظ الفجوة ، ثم قرب الأبواب ، من فضلك .
ح احتاج ل كردت كارد.	سأحتاج إلى بطاقة ائتمان .
من فضلك اديني تقرير حادث.	من فضلك أعطني تقريراً عن الحادث .
لا، شكرا ليك قبل شوية.	لا ، أشكرك حالياً .
أوكي، من فضلك خليك في الخط. مستر تاكاجيما، سيدة سايتو ما شكلها بترد على المكالمة. دايرني اتصل عليها زمن أطول؟	حسنا ، ابق على الخط . سيد/ ناكاجيما ، الآنسة/ سايتو يبدو أنها لا ترد على المكالمة . هل تريدني أن أتصل عليها فترة أطول ؟
يبدوا ان نادر شديد جدا.	يبدو أنها نادرة جداً .
وين استلام العفش لرحلة سبعة صفر تلاتة؟	أين بيان أمتعة الرحلة سبعة صفر ثلاثة ؟
شي غلط مع قبضتك.	شيء خطأ مع حقيبتك .
هل دا ح يفسد؟	هل هذا سيفسد ؟
لا، شكرا. أنا أحسن ما اشرب زيادة.	لا ، شكراً . من الأفضل أن لا أشرب المزيد .
من فضلك وريني بعض الشوارع سهلة للتسوق.	من فضلك أخبرني عن بعض الشوارع المناسبة للتسوق .
الآن، الدهان دا خاص جدا. عمله تسوروتارو كاتاوكا. هو فنان عالمي معروف.	الآن ، هذه اللوحة خاصة جداً . رسمها تسوروتارو كاتاأوكا . إنه معروف بأنه فنان عالمي .
عندي تقدير عظيم للموسيقى الكلاسيكية.	لدي تقدير كبير للموسيقى الكلاسيكية .
تمام. ما اسم ورقم الطرف التاني، لو سمحت.	حسنا . ما هو اسم شريكك ورقمه ، من فضلك .
اعزرني. طلعني، من فضلك.	عذراً . دعني أخرج ، من فضلك .
ممكن تتصل على اصطاف يتكلم ياباني؟	هل يمكنك أن تستدعي موظفاً يتحدث اليابانية ؟
بنزور قرايبنا غالبا.	نزور أقاربنا كثيراً إلى حد ما .
ميكي هياكاوا. الغرفة دي سبعة صفر اتنين.	ميكي هاياكاوا . هذه غرفة سبعة صفر اثنين .
مفروض اقعد هنا الليلة، ول لا؟ ممكن تساعدني اراجع غرفة فندق؟	علي أن أمكث هنا الليلة ، أليس كذلك ؟ هل يمكنك مساعدتي حجز غرفة بفندق ؟
ممكن توريني السعر للمكالمة دي كم؟	هل يمكنك أن تخبرني بقيمة هذه المكالمة ؟
طيب، ممكن توريها اني اتصلت، من فضلك؟ ح اتصل بيها تاني لاحقا.	حسنا ، هل يمكنك أن تخبرها أنني اتصلت ، من فضلك ؟ سأتصل بها مرة أخرى فيما بعد .
في اي جولة صباحية؟	هل توجد أية جولة صباحية ؟
هل تحول العملات الأجنبية؟	هل تغير عملات أجنبية ؟
وين ممكن اشتري لفة فلم؟	أن يمكنني أن أشتري لفة من الفيلم ؟
دي غرفة مس كاوازو ستاشر حداشر.	هذه السيدة كاوازو في غرفة رقم ستة عشر أحدى عشر .
عفوا.	مرحباً بك .
ياتو المهم ليكم يا يابانيين، يوم رأس السنة ول يوم الكريسماس؟	أيهما أكثر أهمية للشعب الياباني , عيد رأس السنة أم عيد الكريسماس ؟
دقيقة فقط، من فضلك.	لحظة من فضلك .
من امبارح.	منذ أمس .
بيتضمن تأمين ضد التصادم و المسؤولية القانونية.	تشمل تأمين ضد التصادم والدين .
انا بتصل من كشك عام في مايسس.	إنني أتصل من كشك عمومي في ماسي .
هل هناك أي فترة معينة من الفن بتفضل؟	هل توجد أي حقبة معينة للفن تفضلها ؟
أمشي دغري على طول النهر حوالي نص ميل. ح تجي الحديقة.	سر في خط مستقيم على طول النهر حوالي نصف ميل . ستصل للمتنزه .
بفتش عن اقمصة جرى.	أبحث عن قميص للجري .
أفضل ليك تركب قطر تمنية و نص.	من الأفضل أن تستقل قطار الثامنة والنصف .
الان موسم المحار، لذا ح يكونوا كويسين.	الآن موسم جمع المحار ، لذلك سيكونون في حالة جيدة .
داير مع ساعة يد تانية.	أريد ساعة مستعملة .
ح اراجع حوالي الساعة تسعة في المساء.	سأقوم بتسجيل الدخول في تمام الساعة الثامنة مساءاً تقريباً .
انا متأخر. مفروض اكون ماشى.	الوقت يتأخر . يجب أن أرحل .
داير شاي، من فضلك.	أريد شاي من فضلك .
لا، ما في هناك.	كلاً ، لا يوجد .
هل دا آخر استوب؟	هل هذه هي آخر محطة ؟
خلينا نتصل بيه.	لنتصل به .
هل الاسبايسي دا سخن؟	هل هذا المتبل حار ؟
وين ممكن ألقى بص لمعالم المدينة؟	أين يمكنني أن أستقل حافلة لمشاهدة المعالم ؟
نعم، أنا داير أعمل مشاهدة للمدينة.	أجل ، أريد مشاهدة معالم المدينة .
شكرا ليك على ضيافتك.	شكراً على كرم ضيافتك .
ممكن تصحيني الساعة ستة، من فضلك؟	هل لك أن توقظني في تمام السادسة من فضلك ؟
بتكلف كم لي نص يوم؟	كم السعر لنصف يوم ؟
انا كنجي.	أنا كينجي .
هل بتعرف اي أماكن جيدة للرؤية في شيكاغو؟	هل تعرف أي أماكن جيدة لمشاهدتها في شيكاجو ؟
طيب، إذا انتو الاتنين مصرين، ح أمشي معاكم.	حسناً ، في حالة إصرار كليكما , سأذهب معكما .
داير اعمل حجز لتلاتة و نص بعد الظهر.	أريد القيام بحجز للساعة الثالثة والنصف ظهراُ .
صندوق الأمان، من فضلك.	خزينة الودائع , من فضلك .
من فضلك، شيل خمرة مناسبة.	من فضلك أحضر نبيذاً مناسباُ .
هل مفروض ادفع للبنزين؟	هل مطلوب منى دفع ثمن الغاز ؟
حرامي. اقبضه.	لص . أمسكوا به .
هي رشيقة و لطيفة.	إنها صغيرة الجسم وذكية .
مقلي، من فضلك.	مقلي من فضلك .
غسيلي ما اترجع لسة.	غسيلي لم يرجع حتى الآن .
بالمناسبة، انت فاضي السبت الجاي دا؟	على فكرة , هل أنت غير مشغول السبت القادم ؟
طيب، احتمال نحن ح نكون كويسين لفترة طويلة معا.	حسناً ، إذن , ربما سننسجم مع بعضنا .
هي بتعاملني زي لو كنت شحاد.	إنها عاملتني كما لو كنت متسولاُ .
ممكن تخت عدسات طبية في النظارات الشمسية دي؟	هل يمكنك وضع عدسات نظر في هذا النظارة الشمسية ؟
ما الطفهم من كلاب. ياتو فصيلة؟	يا لها من كلاب ذكية . من أي فصيلة ؟
وقعت مفراكتي. من فضلك جيب واحدة اخرى.	وقعت منى الشوكة . من فضلك أحضر واحدة أخرى .
داك كان ظريف.	كان هذا ممتعاً .
اكيد. أمشي دغري و لف يمين عند الكورنة التالتة. ح تلقاه على يمينك.	بالتأكيد . سر في خط مستقيم ثم اتجه يميناُ عند الناصية الثالثة . ستجده على يمينك .
هل تعرف كاثي؟ أنه عيد ميلادها.	أتعرف كاثي ؟ إنه عيد ميلادها .
هل عندك مخطط ملون؟	هل لديك لوحة موضوع عليها الألوان ؟
لكن، هو، رجل، كيف أعرف داك الشئ الحقيقي؟	لكن ، هو , يا رجل كيف أعرف أنه الشيء الحقيقة ؟
ما قادر أخت عفشي تحت المقعد. ممكن تمسكوا لي، من فضلك؟	لا يمكنني وضع الأمتعة تحت المقعد . هل لك أن تحتفظ بها لأجلي من فضلك ؟
ممكن من فضلك تخت الشنطة دي في شنطة العربية؟	هل يمكن أن تضع حقيبة السفر هذه في صندوق السيارة .
انا طالع أسى، عشان كدا ح ارفعه.	أنا خارج الآن . لذلك سآخذها .
من فضلك رسل زول فوق لي شنطي عند ستة و تلاتين.	من فضلك أرسل أحداً للطابق العلوي ليأخذ حقائبي الساعة السادسة والنصف .
وين المصعد؟	أين المصعد ؟
شكرا ليك، لكن ما أظن عندي زمن اقعد ليلتين. ممكن تحجز لي غرفة مزدوجة في الفندق داك لليلة اتناشر مارس بس؟	شكراً . لكنني لا أعتقد أن عندي وقت للإقامة لمدة ليلتين . هل يمكنك حجز غرفة بسريرين لي في ذلك الفندق ليلة الثاني عشر من مارس فقط ؟
ما قررنا لسة.	لم نقرر بعد .
صحبي اتعتر و لوا كاحله.	تعثر صديقي والتوي كاحله .
ح أجرب بعض العصير.	سأجرب بعضاً من الشراب المثلج .
إنه قرب ذلك المبنى. عشان كدا، أرجع بنفس الشارع الجيت بيه لغاية الإشارة. ثم، لف للشمال.	إنها بجور ذلك المبنى المرتفع . لذلك ارجع في نفس الطريق الذي أتيت منه حتى إشارة المرور . ثم اتجه يساراً .
مفروض احصل طائرة لي لوس أنجلس بدري صباح بكرة.	علي أن ألحق طائرة متجهة للوس أنجليس باكر صباح غد .
"ثم انا ممكن بوثوق أزكى ""جولة مدينة سان فرانسيسكو""دي. دي بتعرفك الخطوط العريضة لسان فرانسيسكو."	إذاً يمكنني بكل ثقة أن أزكي برج مدينة سان فرانسيسكو . فهذا يعطيك فكره عن سان فرانسيسكو .
داير احصل على تأمين.	أريد الحصول على تأمين .
دايرة تشتري فستان.	تريد أن تشتري ثوبا .
كم التكسي للفندق دا؟	كم أجرة التاكسي حتى هذا الفندق ؟
وين المرحاض؟	أين الحمام ؟
اخدها في طريقك.	قم بها بطريقتك .
نص أوقية من جانل رقم خمسة، من فضلك.	نصف أوقية من شانيل رقم خمسة من فضلك .
ماذا عن بعض القهوة؟	ما رأيك في بعض القهوة ؟
هل بحتاج لي تزكرة؟	هل أنا بحاجة إلى تذكرة ؟
حوالي كم سعر الخدمة؟	ما هي تكلفة الخدمة تقريبا ؟
كم البعد من هنا؟	كم المدة التي يستغرقها من هنا ؟
كريم و سكر؟	كريمة وسكر ؟
هل عندك معدل نقصان للأعضاء؟	هل ثمة تخفيضات للأعضاء المشاركين ؟
هل هناك سوبر اكسبرس تسعة و نص؟	هل هناك قطار فائق السرعة في التاسعة والنصف ؟
خليني أراجع سائل الفرامل و المحرك . محركك شكله خلاص وقف.	دعني افحص سائل الفرامل والمحرك . يبدو أن محرك سيارتك قد أوشك علي التوقف .
ما كان غلطي.	لم يكن خطئي .
ما في كهرباء.	لا كهرباء .
هل اي زول مفروض يدفع لي مشروباتو؟	هل سيحاسب كل واحد منا على مشروباته منفردا ؟
اي محل من تلاتين لخمسين دولار لليلة.	في أي مكان من ثلاثين حتى خمسين دولارا لليلة .
في أيام رأس السنة. و في المناسبات الخاصة زي استقبال العرس، حفلات الجائزة أو العزاء.	في أيام السنة الجديدة . وفي مناسبات خاصة مثل حفلات الزواج ومراسم منح الجوائز أو في العزاء .
لي ما تديها هدية؟	لماذا لا تعطيها هدية ؟
هي ضربتني بالجنبة.	لقد انتقدتني ضمنا .
ممكن اجي عند التانية.	يمكن أن أحضر في الساعة الثانية .
دي رحلتي الأولى لباريس.	هذه هي رحلتي الأولى إلى باريس .
ممكن تخمن التكلفة قبل ما تبدأ الشغل فيه؟	هل لك أن تقدر التكلفة قبل أن تبدأ العمل فيها ؟
أدخل، من فضلك.	تعالى ، من فضلك .
داير العب تنس.	أود لعب التنس .
هناك في أناناس، برتقال و عصير طماطم.	يوجد عصير أناناس وبرتقال وطماطم .
جانب شمالي للطابق دا، جنب المصعد.	الجانب الأيسر من هذه الدور بجوار المصعد .
ما ممكن بالأحرى تشوف فلم مختلف؟	ما رأيك في مشاهدة فيلم آخر ؟
من فضلك حول شيك المسافر دا لكاش.	من فضلك ، بدلي شيك المسافرين إلي نقود .
